org_id,city,average_bill,rating,rubrics_id,features_id
8281088050783164975,msk,500.,3.909952606635071,30776 30771,10462 11177 3501744275 11704 1018 11617 3501513153 11867 1416 20422 20424 273469383 3501779478
4762661950903758026,msk,500.,,30770,21247 11867 1082283206 1018 11704 2020795524 11629 10462 20422 246 20305 1416 1524
5025979406885032495,msk,500.,4.552083333333333,31495,1416 10462 11177 11617 11629 3501744275 3502045032 273469383 1018 11704 11867 3502045016 20282
2687519647125228059,msk,500.,3.9767441860465116,30776 30771,10462 1524 3501744275 11704 1018 3501637468 20424 273469383 1416 20422 11617 3501513153 11867
227527436108341641,msk,500.,4.113636363636363,31495 30774 30519,3501779478 3501744275 273469383 10462 11177 3501513153 11617 3501637468 1018 11704 1416 20422 11867
4688765512453536675,msk,500.,4.232558139534884,31495 30774 30776,20424 273469383 11617 1018 11704 1415 11867 10462 11177 1416 20422 11629 3501744275
9600141589132106713,msk,500.,4.252032520325203,30776 30770 30775,1415 11867 11629 11177 10462 20305 1416 20422 20424 11704 1018 1082283206 273469383
8908333452054083025,msk,500.,4.123711340206185,30776 30771,11867 3501513153 11617 11177 10462 3501744275 20424 3501779478 20422 1416 11704 1018 273469383
1070782733965134227,msk,500.,4.160215053763441,30774 30776,10462 11177 11629 1415 11867 20424 273469383 1416 20422 3501749289 3501779478 11704 1018
10884666224386268236,msk,500.,4.2906530089628685,30771 30776,273469383 20422 1416 3501744275 1018 3501637468 11704 11629 3501513153 11617 20424 3501618484 10462
4944432192176706595,msk,500.,3.8703703703703702,30775,11704 11867 11629 20424 10462 273469383 20422 1416 3501513153 1415 1018 11617 3501744275 3501637468
4232206329012854847,msk,500.,4.777777777777778,30775,11867 21247 1524 1415 20424 10462 1416 3501779478 3501637468 11704 1018 3501618484 3501481353 11617
7243457964649299127,msk,500.,4.142857142857143,30774 31495,1018 12048 11867 11629 1509 11704 246 11177 1416 20422 273469383 20424 10462 11617
7388194623029761735,msk,500.,,30776 30775,1018 1415 20424 10462 1416 20422 10596 12048 137 11629 11867 11634 246 11704
6265566891723666810,msk,500.,4.647058823529412,30770,11617 1018 3501618484 21247 1415 273469383 1416 20422 10462 20424 20305 11867 11177 11704
405073974735366625,msk,500.,3.6881720430107525,30771,3501513153 3501637468 273469383 20422 1416 20424 10462 1415 11617 3501744275 1018 11704 11629 11867
3683726235202498687,msk,500.,4.178571428571429,30770,11867 11629 20305 20424 10462 1509 11704 11177 246 1018 3501618484 20422 1416 273469383
18205570366804573688,msk,500.,,30776 30775,1415 12048 11634 20424 10462 20422 10596 1416 11867 11629 137 11704 246 1018
10488947588341470487,msk,500.,4.506849315068493,30770,11704 11617 1018 1416 20422 273469383 1524 1415 2020795524 20305 10462 20424 11867 11629
11946958000899664551,msk,500.,4.0594059405940595,30776 30774,3493051166 1082283206 1018 1415 20422 273469383 1416 11867 11629 246 11704 11177 20424 10462
9525756772395158120,msk,500.,,30776 30775,1415 12048 11704 246 1018 10596 1416 20422 11634 11867 137 11629 20424 10462
18034084319425531041,spb,500.,4.5,30774 30770,11177 10462 11867 1416 20305 20422 20424 273469383 11704 1018 1082283206 1189498238 2020795524
16299006089810525414,spb,500.,4.565217391304348,30770,11617 11629 11867 10462 12048 11704 1018 1416 20305 20422 3501749289 3502045016 3502045032
16383456493176027117,spb,500.,5.,30770,21247 1018 20424 1509 3501744275 1524 10462 11629 20422 246 20305 11839 11617
16537371248113641019,spb,500.,,30774,598 1124 10656 11642 20307 20308 545 20279 20422 11704 20713 11230 20915
17125391177714787542,spb,500.,4.090909090909091,30771 30774 30777,11867 273469383 20424 3501744275 11629 11617 10462 11177 11704 1018 20422 246 1416
2868582601565583887,spb,500.,,30771,1116173087 1116173086 11867 10462 11177 285289833 273469383 1509 20424 11704 1018 1416 20422
16404391339848232208,spb,500.,4.23404255319149,30774 30776,11629 11177 10462 1524 11867 1415 11704 1018 1082283206 1416 20422 1509 20424
8994575429281226,spb,500.,3.848101265822785,30774 30771,3501744275 20424 273469383 11867 3501513153 11617 11177 10462 20422 1416 11704 1018 3501779478
11385181953860379238,spb,500.,3.7540983606557377,31375,273469383 1524 137 1018 11704 11177 10462 11867 20304 1416 11634 20422 1116173086
13323452512978798679,spb,500.,4.173913043478261,30776 30771 30774,3501744275 273469383 20424 11617 11629 11704 1018 11867 1415 20422 1416 10462 11177
12457223824514896947,spb,500.,3.6153846153846154,30771,1509 11177 10462 11617 11867 1416 20422 273469383 11704 3501637468 1524 1116173087 3501744275
17271288969520801336,spb,500.,,30776 30770 31401,273469383 11867 11629 20424 20305 246 1416 20422 11177 10462 1082283206 11704 1018
14925311613123379598,spb,500.,3.4444444444444446,30771,3501637468 1415 3501513153 11704 20424 10462 1018 3501744275 11617 1416 273469383 20422 11629 11867
14169980775419075280,spb,500.,4.090909090909091,30771 30774,3501637468 11617 11177 11704 11629 11867 273469383 20422 1416 1415 10462 20424 3501618484 1018
5546523011023557581,msk,1000.,4.770491803278689,31350,12048 12204 10427 273469383 12206 11634 3501744275 3501745827 10430 20422
412723545058418665,msk,1000.,3.769230769230769,30774 30776,11617 1416 11867 11629 3502045016 3501744275 3502045032 273469383 1018 11704 10462 11177 12048
4168899085508847705,msk,1000.,4.435897435897436,30774 30775,11629 3502045032 3502045016 3501779478 3501744275 1416 11867 1415 11704 1018 12048 10462 11617
16033688596546770877,msk,1000.,,30774 30776 30770,20424 11867 20422 246 1416 20305 11629 1018 11704 1082283206 273469383 10462 11177
1763248993173342772,msk,1000.,4.5625,30774 30776 30770,21247 20424 11867 11629 11617 10462 1524 20422 1416 246 20305 11704 1018
18057498560412586690,msk,1000.,4.3,30770 30776,1415 20422 273469383 1416 1018 1509 21247 11867 11629 10462 20424 11704 246 11177
13411620226839978693,msk,1000.,2.8541666666666665,30774 30776,20424 10462 1018 11629 11867 11617 10886 1416 20422 3501749289 273469383 246 11704 11177
8963530044854481181,msk,1000.,3.9615384615384617,30776 31375,21247 11867 11629 1415 1018 10462 20424 1416 273469383 20422 20304 11177 11704 246
11626201251919649468,msk,1000.,4.315068493150685,30776 31286,21247 11867 11629 11012 1509 273469383 20422 1416 1018 20424 20305 10462 11704 246
14383288837471725616,msk,1000.,,30774 30776,21247 1509 20422 273469383 1416 1415 1018 11867 11629 11704 246 11177 20424 10462
15154411357003883006,spb,1000.,4.,30774,20424 21247 273469383 3501618484 11704 11629 11177 10462 1524 20422 1416 11867 1415
18232923824322101006,spb,1000.,4.420634920634921,30776,11629 11617 11867 10462 3501744275 11704 1082283206 1018 273469383 20424 246 1416 20422
1284373678937516924,spb,1000.,4.596858638743456,30770,3501513153 3501618484 1018 11867 11629 11704 11177 20424 20305 10462 273469383 20422 1416 1415
12884412838535216974,spb,1000.,,30776 30770,1524 1415 10462 20305 12048 1018 10886 11629 11867 246 11704 21247 1416 20422
3227917939069651031,spb,1000.,,30774 30770,1415 21247 1509 1018 20424 10462 273469383 1416 20422 11867 11629 246 11177 11704
13216328873885872999,spb,1000.,,30776 30774,11629 11867 20424 10462 1415 11704 11177 246 11617 1018 3501618484 20422 1416 273469383
18295676986172082914,spb,1000.,,30774 30776,1415 1509 11867 11629 246 11177 11704 21247 273469383 1416 20422 10462 20424 1018
9609505962478883973,msk,2000.,,30770 30776 30771,10462 11177 1524 11867 273469383 1082283206 1018 11704 11629 20424 20422 1416
12528265628481866834,msk,2000.,4.590909090909091,30776,3501744275 273469383 20424 11617 12048 10462 3501749289 20422 1416 11867 1415 11704 1018
15875201982016443147,msk,2000.,,30774 30776,1509 1415 1018 11867 11629 246 11177 11704 10462 20424 21247 1416 20422 273469383
17206291957564211994,spb,2000.,,30770 30776,3501618484 1018 1415 273469383 20422 1416 20424 10462 11867 11629 11617 246 11704 11177
9914304435984403342,msk,3500.,4.364532019704433,30776,10462 11629 11867 1416 20422 3501749289 3501618484 1018 11704 1082283206 273469383 20424
17996246497924135304,msk,3500.,4.,30776,1018 11704 1082283206 3501513153 1416 20422 3501749289 3501779478 3502045016 3502045032 12048 10462
16740346211233081872,msk,1500.,4.615384615384615,30774,3501744275 3501549616 21199 20939 20402 20422 1819 726 3501637468 11704 10768 21181
8537699935955424810,msk,1500.,4.166666666666667,30776 30770,3502045016 3502045032 11629 3501744275 11617 10462 12048 11704 1018 1416 246 20305 20422
14317470247442455467,msk,1500.,4.660056657223796,30776 30774 30775,3501744275 273469383 20424 11617 11629 1018 11704 20422 1416 1415 11867 11177 10462
10218188754751518807,msk,1500.,,30776,1415 1018 1082283206 1416 273469383 20422 1509 11867 11629 246 11704 11177 20424 10462
13061960500971819486,spb,1500.,,30776,10462 11177 11629 11867 1416 20422 1509 20424 273469383 1018 11704 1082283206 3501779478
16220355259840208527,spb,1500.,,30776,1082283206 11867 11629 20424 10462 1509 273469383 20422 1416 1415 1018 11704 11177 246
6781895570305676533,spb,1500.,,30774 30776,1082283206 21247 11867 11629 20424 10462 1509 273469383 1416 1415 1018 11704 11177 246
201916301651089280,spb,1500.,,30776,1509 11629 11867 12048 10462 20424 1416 20422 273469383 1415 1018 10886 246 11177 11704
643825332341336931,msk,2500.,4.111111111111111,30774 30776,20424 273469383 20422 246 1416 1415 11867 1524 1018 1082283206 11704 11629 10462
11954596393732168677,spb,2500.,,30776,1524 10462 1509 20424 1416 20422 1415 11867 273469383 1018 11704 1082283206 11629
14697423954817835417,msk,,3.6666666666666665,31495 30774,11617 284707111 273469383 411925571 3501638601 1018 1082283206 11704 20282 1416 20422 3501668257
14539589400520014160,msk,,4.239583333333333,30774 30776,273469383 10462 11617 1018 11704 1415 11867 1416 20422 20424 3501744275 3501779478 3501618484
12990918195197791917,msk,,4.156146961846444,30774 30771,273469383 11704 1018 20422 1416 1509 20424 1116173087 3501744275 1524 11177 3501513153 11617
15205799754058578224,msk,,4.,30776 30774,11177 273469383 3501773763 11704 3491142672 1018 1416 11867 3501779478 3501744275 3501773764 3501513153 11617
1265144746756348286,msk,,4.007304882737409,30771 30776,273469383 11704 1018 20422 1416 11177 20424 1509 3501744275 1524 1116173087 3501513153 11617
3369232483821756105,msk,,4.222296395193592,30771 30776,273469383 1416 20422 3501513153 11617 11177 3501744275 1116173087 1524 11704 1018 20424 1509
7665129110070247855,msk,,3.2857142857142856,30774 30771,1524 10462 3501779478 3501513153 273469383 11629 20424 1018 3501637468 11704 3501749289 20422 1416
11404454716255190360,msk,,4.274197970935015,30776 30771,1509 20424 273469383 3501513153 11617 11177 3501744275 1116173087 1524 11704 1018 20422 1416
1348775711249826036,msk,,4.333117303953338,30771,1509 11177 1018 11704 1416 20422 273469383 1524 3501744275 1116173087 3501618484 11617 3501513153
3956651670673070942,msk,,4.260309278350515,30771 30774,273469383 20424 1509 1416 20422 1018 11704 11177 1116173087 1524 3501744275 11617 3501513153
9781626087650406408,msk,,3.9712574850299402,30771,3501513153 11617 11177 273469383 1509 3501744275 1524 1116173087 3501618484 1416 20422 1018 11704
15973225600991732078,msk,,4.038351459645106,30774 30771,1509 20424 1116173087 1524 3501744275 11177 3501513153 11617 273469383 1416 20422 1018 11704
7880825366732034789,msk,,4.455621301775148,30770 31401,1509 11177 11617 11629 1415 11867 20422 273469383 1524 3501744275 1018 11704 1082283206
7128368366417925745,msk,,4.016666666666667,30776 30774 30519,11177 20422 1416 11867 1415 11704 1018 3501618484 11617 3501513153 3501745827 3501773763 3501779478
15203305625105301929,msk,,4.204291044776119,30776 30771,1509 20424 1524 3501744275 1116173087 273469383 1416 20422 1018 11704 3501513153 11617 11177
1778290321457034457,msk,,4.254498714652956,30774 30771,20422 1416 273469383 20424 1509 1018 11704 3501513153 11617 1116173087 3501744275 1524 11177
12624430925801007454,msk,,4.093247588424437,30771 30776,1509 20424 273469383 1416 20422 1018 11704 3501513153 11617 11177 3501744275 1116173087 1524
12716872272534297880,msk,,4.264578313253012,30771,3501618484 1509 273469383 1416 20422 3501513153 11617 11704 1018 11177 3501744275 1116173087 1524
13686204559816066709,msk,,4.242063492063492,30776 30771,273469383 3501513153 11617 11177 3501744275 1116173087 1524 20424 1509 20422 1416 11704 1018
447593375303054073,msk,,4.25,30776 30771,273469383 11617 3501513153 11177 1116173087 3501744275 1524 20424 1509 20422 1416 11704 1018
161544604062331190,msk,,4.138263665594855,30776 30771,3501513153 11617 11177 273469383 1509 20424 1524 3501744275 1116173087 20422 1416 11704 1018
17888194915093826451,msk,,5.,30771,3501945049 1416 20422 3501754799 12048 11867 11629 3501744275 1524 1509 11617 3501513153 1018
2859970762047022340,msk,,5.,30774 30776,3501779478 3501744275 20422 1416 1509 11177 3501513153 11617 11867 273469383 11704 1082283206 1018
2209450970393906618,msk,,3.980392156862745,30771 30776,1416 1524 20424 10462 3501779478 11617 3501744275 3501637468 246 11704 3501513153 1509 3501618484 1018
12721706205375439697,msk,,,30776,11933 983 795 12309 20422 10722 790 1075 447 10588 601 1627 1413 444 312 308 11704 11951 10564
14009999069247573723,spb,,4.5,31495 30519,3501744275 3501745827 3501749289 3501773764 11177 11617 3501618484 273469383 11629 1018 20422
15737408359619810703,spb,,3.891304347826087,30771,1524 3501618484 3501513153 1116173086 1082283206 273469383 10462 11629 1416 246 20422 20424
7313161667541072675,spb,,4.059952668945569,30771 30776,273469383 20424 1509 1416 20422 1018 11704 3501513153 11617 11177 3501744275 1116173087 1524
14516149253208444463,spb,,3.7142857142857144,30774,21247 11867 11629 11617 11704 11177 10462 273469383 20422 1416 1415 1082283206 2020795524 1189498238
2243227264620185594,spb,,3.3333333333333335,31495 30771 30774,1018 1415 20424 10462 20422 1416 273469383 3501637468 11177 11704 11617 20282 11629 11867
8291534388708435901,msk,500.,4.622448979591836,30774 30770 30776,20305 11867 20422 1415 21247 1416 273469383 20424 2020795524 3501471642 11629 11177 10462 1018 1082283206 1524 3501481355 3501513153 3501779478 246 11704 11617 3501744275 3501481353 3501649263 1509
17188209678804539971,msk,500.,4.199186991869919,30774 30776,21247 273469383 1082283206 3491142672 2020795524 20424 20422 11867 3493051166 11629 3501481353 3501481355 10462 3501618484 11704 11617 3501744275 11177 3501773763 3501471642 3501773764 246 3501779478 1018 1416 1509
1585737127815044824,msk,500.,4.3,30776 30774 30777,20424 246 3501618484 3501481355 3501481353 3501471642 3483661993 1189498238 1116173087 1082283206 273469383 3483661994 21247 1116173086 1018 20422 11867 11629 3501744275 11704 11617 11177 10462 1415 1509 1416
705310437329001936,msk,500.,4.325301204819277,30774 31495,20424 21247 273469383 1082283206 1189498238 3491142672 20422 11867 3493051166 3501618484 12048 3501942428 3501471642 11629 3501744275 11704 11617 11177 10462 1416 1018 3501779478 246 20282 3501481355 3501481353
2440947272855629701,msk,500.,5.,30774 30775,1018 3501513153 137 10462 10596 11629 3501945049 1416 1415 11634 3501744275 11617 11704 11839 1189498238 1524 1082283206 21247 11867 20422 3501471642 12048 3501754799 3501749289 246 3501779478 3501481353
11369733972783691001,msk,500.,4.2,30771,1416 11634 3501513153 11704 3501481353 3501471642 1189498238 11629 1116173087 11177 3501481355 10596 21247 10462 246 11867 20422 1415 1116173086 1018 2020795524 20424 1509 273469383 137 1082283206 1524
12650994004050943937,spb,500.,4.571428571428571,31495,3501618484 1116173087 3501481353 1189498238 1509 1416 20422 11867 20424 21247 3501513153 11741 273469383 10462 1524 1082283206 11629 3501744275 11704 11617 1018 3501745827 1116173086 11177 20282
13310270536870175792,spb,500.,4.771929824561403,30770 30776,11629 20305 11867 20422 21247 273469383 10462 1416 1415 1018 1524 1082283206 3491142672 3501481353 11704 11617 3501744275 11177 3501773763 3501471642 3501773764 246 3501779478 20424 2020795524 3501618484
13823775646442702313,spb,500.,4.684210526315789,30776,273469383 10462 2020795524 20424 1082283206 1524 1416 1415 20305 20422 11867 1018 3501481355 11741 11629 3501618484 11177 3501773763 3501471642 3501773764 246 3501779478 21247 11704 3501744275 11617
16909507938963023088,spb,500.,4.448398576512456,31350 30776 30774,246 11629 1415 3483661993 1189498238 1416 273469383 1082283206 1018 1116173086 1509 20424 11617 11704 3501744275 11741 3501513153 10462 3483661994 21247 10894 3501471642 3501481353 3501481355 11177 20422 11867
13251493732474497463,spb,500.,4.098039215686274,30775,21247 1189498238 11634 11629 11177 10462 1082283206 1524 1509 1416 1415 1018 273469383 137 20424 2020795524 20422 11867 3493051166 11617 11704 246 3501779478 3501618484 10596 3501481355 3501481353 3501471642
14279399464138747593,msk,1000.,4.548022598870056,30775 30776 30774,21247 273469383 1509 1416 10462 3501618484 1189498238 3501773764 11629 20422 3493051166 11867 3501779478 246 1082283206 1018 3501773763 11177 3501513153 3501744275 11704 11617 3501481355 3501481353 1415 20424 2020795524
1738799558131038431,msk,1000.,4.353479853479853,30774 30770 30776,3502045032 1415 1018 246 273469383 20305 1416 20422 11867 3502045016 3501618484 12048 3501471642 20424 2020795524 11629 3501744275 11704 11617 11177 21247 10894 10886 10462 1082283206 1524 1509
1111949927039847465,msk,1000.,4.5,30776,3501471642 2020795524 3501481353 3501481355 3501618484 3501779478 246 1018 1415 1416 1509 10462 11629 3501744275 11617 11704 3501513153 11741 11634 20305 11867 20422 21247 137 273469383 1524 1082283206
6125095817359360344,spb,1000.,4.439024390243903,30776,20305 11867 20424 11839 1415 1018 246 1189498238 3501481353 3501481355 3501513153 3501942428 11629 11704 3501744275 11617 1416 1509 1082283206 1524 273469383 11012 3501773763 11177 21247 10894 10462 3502045016 3501618484
9318073909283185867,msk,1500.,4.372093023255814,30774,3501618484 20424 3501749289 3501779478 273469383 1416 3502010929 1082283206 3502010938 3501513153 3501481355 3501773764 3501942428 12048 20422 11867 11629 3501481353 10462 3501744275 11704 11617 11177 1018 1415
13606376591327150318,msk,1500.,4.8,30776,3501773764 3501749289 246 1416 10462 1415 3501773763 11177 3501685156 11629 3501744275 11617 11704 11741 11867 20422 3501618484 3501481355 3501481353 1018 21247 273469383 3491142672 2020795524 1524 1082283206
12552885965224701254,msk,1500.,3.6528301886792454,30771 30770 30776,1415 21247 3501618484 246 3501779478 3501481355 3501513153 20305 3501481353 273469383 3501471642 20422 11867 3493051166 20424 2020795524 1018 11629 1416 3501744275 11704 11617 11177 10462 1082283206 1524 1509
16857189609406356681,msk,1500.,4.318181818181818,30770,444 1416 20424 1018 273469383 10428 3501481353 601 21247 10886 11629 20422 1415 12048 256 246 10888 10770 10894 10875 11867 10462 1082283206 10896 10900 11177 11704 3501744275 11617 11741 11709
3899411524609524779,msk,2500.,4.623880597014925,31495,3502010918 10768 10459 3502010932 20422 726 20939 11165 21199 3491142672 3491465421 3501618484 3502010929 11704 3501744275 3501749289 3501773763 1753 12048 3501773764 3501942428 3493268424 3502010938 11741
3087237022379249974,msk,,4.1572327044025155,30774 30775,20424 273469383 246 1116173087 1116173086 1018 1415 11629 1189498238 3483661993 21247 3483661994 1416 3501481353 11177 20422 11867 3501513153 20282 3501618484 11704 11617 3501744275 10462 1509 1082283206 1524
2361594895494905065,spb,500.,4.885350318471337,30776,3501779478 1082283206 3501471642 3501773764 3501942428 273469383 1416 3501685156 3501618484 3493051166 3502010932 3502010929 2020795524 1415 3502010938 3501773763 1524 10462 11177 11617 246 1018 3501513153 11629 11704 3502010918 11867 12048 20305 1189498238 20424 3501481355 21247 3501481353 20422 3502045016 3502003689 3502045017 3502045032 1509
6606060964829342603,msk,1000.,3.,31375,11867 11704 12048 3502045032 3502045016 20422 1415 11617 20304 21247 3501481353 3501773764 1416 3501779478 11741 3501471642 1082283206 246 11177 3483661993 1509 1116173086 3483661992 11629 3501754799 3483661991 3501773763 1524 10462 3501618484 1018 1116173087 3501513153 3483661994 2020795524 273469383 3501744275 3501942428 1189498238 3491142672
1947891757393521796,msk,1000.,4.170731707317073,30770 30776,1415 1416 11704 246 11617 3501637468 3501773764 3501779478 11839 11867 12048 3501749289 20305 20422 11741 1082283206 1509 1116173086 3501744275 273469383 3501942428 1018 1116173087 11629 3483661991 3483661992 3483661993 2020795524 3483661994 21247 3501481353 3491142672 3501481355 3501618484 1189498238 20424 10462 3501773763 1524 11177
10508783494839262884,spb,,4.371061093247588,30776,601 379 790 1589 10564 10588 447 10722 11012 10563 11933 11936 11961 12198 1075 12309 139550723 803 3501480642 1627 3501480644 3501599572 1091 3501480656 3501498182 3501498183 3501498184 3502071401 3501498188 3501498194 3502044748 139550717 3502044741 795 3502044252 1413 3502044048 3502044826 3501498196 11097 3501498197 3501498199 3501498200 3502043737 3501498213 3501498215 3502010938 3502010929 3501498379 3501498382 3501498568 11704 3501964056 3502044834 3501964004 3501961675 3501498588 3501833418 308 3501769765 312 3501498372 3501500016 3501501062 3501498389 3501502225 3501498201 3501509024 20424 3501509031 3501498209 3501509032 3501498210 3501509033 3501509042 3501509475 3501509914 3501599535 3501498569 3501509940 3501599538 10513 3501599541 3501599543 3501599561 3501498186 3501599566 3501501064 3501599567 3501498195 3501599575 444 3501599610 3502003689 3501599676 3501599554 3501599691 3501509021 3501618484 3501498189 3501769723 3501599570 3501769724 3501498191 3501599571 3501769725 3501599585 3501769739 20422 3501599586 3501616848 3501769740 3501509030 3501599587 3501769741 3501498217 3501769751 3501498218 3501509041 3501769752 983 3501769755 3501509045 3501769756 3501599603 3501769757 3501599604 3501769758 305 3501769762 10442 3501769761 3501769759 3501769760 11177 3501769763 11951
14976008387894303995,msk,500.,,31350 30774 30519 30776,11867 20282 11704 273469383 1082283206 3501745827 11617 3501618484 11177 1018 20422
9474844729188269830,msk,500.,4.714285714285714,3108292683 31495,11617 11177 10462 3501744275 11704 1018 1416 20422 20282 3502045016 273469383 3502045032
14250359509752300561,msk,500.,3.96,30519,20282 11867 3501618484 11177 11629 11617 3501745827 1018 11704 1082283206 20422 273469383
6893586768682446445,msk,500.,4.809523809523809,31495,3501744275 273469383 20424 20422 20282 1082283206 1018 11867 1415 10462 11617 11629
3138833085948049222,msk,500.,4.116666666666666,30774 30777,1018 11704 1082283206 3501744275 1524 273469383 1509 20424 20422 10462 11617 11629
6646230653238060127,msk,500.,3.3,30519,10462 11177 20424 3501745827 11617 11629 11867 11704 1018 20282 273469383 20422 1416
15478674477930951438,msk,500.,4.857142857142857,3501750896,10462 11177 11617 11629 1415 11867 20282 20422 20424 273469383 1018 11704 1082283206
17587985161892970365,msk,500.,4.5606060606060606,31350 31495,273469383 11629 11617 11177 3501744275 1524 11867 1415 3501637468 11704 1018 20422 20282
2290635863179213806,msk,500.,4.739130434782608,31495,11177 20422 3501749289 11629 3501744275 1018 11704 11867 1415 11617 3501513153 273469383 20282
5969078580620443881,msk,500.,5.,30774,3501744275 3502045016 3502045032 273469383 11629 1018 11704 20424 1416 20422 11617 11177 10462
8811082137204661648,msk,500.,4.625,31495,11617 3501694289 1018 10462 20424 11629 20282 11867 1415 3501769434 20422 273469383 11704 11177
4235597815839369217,msk,500.,4.833333333333333,30774,21247 11867 11617 11704 11177 20424 20305 10462 273469383 20422 1416 1415 3501618484 1018
7150177473717612631,spb,500.,4.9411764705882355,31495,273469383 20424 11177 10462 20422 20282 11867 11629 3501744275 11704 1018 3501513153 11617
8813267797103816400,spb,500.,,30771,11867 1076799212 1018 11704 285289832 1116173086 1116173087 11177 10462 273469383 20422 1416 20424
10070353148227306452,spb,500.,3.8,30776 30774,11629 3501618484 273469383 20282 20422 1416 11867 1415 11704 20424 1509 10462 11177
6297602393727921360,spb,500.,4.2727272727272725,31495,10462 11177 20424 11617 273469383 11629 1018 11704 11867 3501744275 20422 1416 20282
7002849725484438031,spb,500.,3.5,30776 30771,1416 20422 1415 11867 1018 11704 1524 20424 1509 273469383 21247 10462 11629
5867722635420051048,spb,500.,4.214285714285714,30774 30771,1415 11617 3501637468 11177 11704 11629 11867 10462 20424 1416 20422 273469383 1018 3501618484
12349564176455764306,msk,500.,4.364864864864865,31350,3501745827 411925571 273469383 20422 3501744275 12206 10427 3501749289 12204
